2.1	1.23	17.63
4.99	8.24	64.18
6.73	4.57	52.8
3.14	9.93	65.29
4.78	2.53	34.85
5.44	6.9	59.3
3.74	1.44	25.24
7.34	7.95	72.19
1.59	6.02	39.55
0.7	4.8	29.86
7.1	7.7	69.95
7.06	0.08	31.67
5.37	7.86	63.87
0.12	3.11	19.03
5.37	5.03	49.68
0.73	1.38	12.9
0.02	1.22	9.19
0.91	3.32	23.28
3.55	5.61	45.32
9.57	0.51	43.86
5.21	1.38	30.77
1.62	3.12	25.13
3.03	9.39	62.14
8.57	1.18	43.19
8.77	8.87	82.48
6.27	1.82	37.2
4.42	7.06	55.98
8.88	2.49	50.99
9.28	4.21	61.17
7.73	7.21	69.98
7.91	6.88	69.1
0.83	1.76	15.21
7.87	2.53	47.21
2.02	2.35	22.83
3.3	4.42	38.32
7.05	7.98	71.13
9.7	5.23	68.03
2.21	5.51	39.43
9.42	4.31	62.26
5.91	7.29	63.14
5.8	8.03	66.44
0.22	1.99	13.83
9.82	4.03	62.48
8.91	8.99	83.63
3.16	7.54	53.4
4.23	9.47	67.28
4.77	6.52	54.77
0.69	8.54	48.55
7.5	7.86	72.31
6.41	3.69	47.13
2.27	1.73	20.73
9.46	4.19	61.83
8.09	9.67	83.77
1.97	0.03	11.11
0.45	3.63	23.04
3.48	7.81	56.05
7.51	7.74	71.74
7.03	9.62	79.29
0.13	4.05	23.79
0.46	8.83	49.0
8.99	5.55	66.75
9.0	0.41	41.05
6.2	4.77	51.65
1.91	7.36	47.53
0.94	5.36	33.59
2.81	1.15	20.08
5.68	1.48	33.17
9.21	8.58	82.83
3.35	9.96	66.24
0.83	9.28	52.78
9.83	9.76	91.18
8.21	9.02	80.99
0.94	1.97	16.64
3.22	3.6	33.93
8.79	2.61	51.23
5.31	9.28	70.73
1.62	9.92	59.12
4.68	2.07	32.15
5.6	6.05	55.71
9.24	5.75	68.77
2.36	3.85	31.76
3.49	5.98	46.93
5.86	3.87	45.79
8.55	2.75	51.02
7.47	5.05	58.16
3.46	7.29	53.33
9.37	3.08	55.92
7.56	4.76	57.06
8.19	5.12	61.38
5.19	9.93	73.41
1.91	4.8	34.64
6.67	8.67	73.04
1.54	5.91	38.73
8.27	9.94	85.8
2.13	0.96	16.41
9.24	1.63	48.11
3.43	7.42	53.82
8.43	9.43	83.95
0.75	3.58	23.94
6.12	2.81	41.56
0.78	8.4	48.14
4.52	9.21	67.13
2.13	1.26	17.89
3.95	0.39	20.79
5.73	8.28	67.33
5.89	2.62	39.71
8.29	8.29	77.62
5.8	7.74	64.91
3.14	5.12	41.24
9.81	8.03	82.4
8.46	3.28	53.25
5.62	4.9	49.98
9.57	5.03	66.49
6.03	6.82	61.25
6.9	8.94	75.36
4.51	5.87	50.41
5.65	3.79	44.55
2.66	2.92	28.31
8.75	7.72	76.69
0.97	3.95	26.72
4.2	2.11	30.37
4.77	2.25	33.34
4.14	9.19	65.55
8.71	3.09	53.32
6.07	0.57	30.13
7.16	3.07	47.07
9.19	3.99	59.72
9.13	3.46	56.83
6.4	3.98	48.52
2.6	1.11	19.0
2.37	0.84	16.7
0.17	7.53	41.33
5.11	2.8	37.5
0.27	0.81	8.19
1.77	5.87	39.49
3.77	2.25	29.38
2.35	6.72	46.04
7.5	6.72	66.65
5.37	8.35	66.23
3.13	2.04	25.78
8.39	8.47	79.0
9.39	2.06	50.9
8.8	9.76	87.04
7.64	2.67	46.99
4.24	7.73	58.66
0.34	0.94	9.11
0.19	3.19	19.71
6.06	5.57	55.1
6.1	6.56	60.22
1.68	5.96	39.61
9.71	4.85	66.18
8.13	8.15	76.34
8.16	8.78	79.57
3.11	2.08	25.88
1.12	7.3	43.98
2.52	5.68	41.56
9.15	9.71	88.17
7.37	8.41	74.55
6.22	6.01	57.93
3.15	4.21	36.65
3.61	3.07	32.81
9.65	9.26	87.91
7.76	1.63	42.26
9.39	8.7	84.11
3.33	0.92	20.97
7.66	3.97	53.51
6.62	1.08	34.9
8.72	6.78	71.85
1.41	8.51	51.24
2.36	4.12	33.07
3.62	2.15	28.29
6.95	4.5	53.31
5.67	2.19	36.65
6.97	2.03	41.11
7.57	9.86	82.59
6.72	3.41	47.02
2.86	6.29	45.93
5.99	4.98	51.95
0.23	1.56	11.79
7.31	4.92	56.93
6.44	3.2	44.79
6.75	7.15	65.83
1.09	9.77	56.26
3.42	4.75	40.49
9.37	9.29	87.01
8.4	7.88	76.03
9.07	1.59	47.26
8.24	9.04	81.17
2.93	1.12	20.38
9.74	8.24	83.18
8.88	9.2	84.59
6.61	7.94	69.2
8.71	4.11	58.47
3.08	2.56	28.14
2.33	7.69	50.82
3.1	9.31	61.99
6.16	8.2	68.67
6.48	5.26	55.23
8.96	3.66	57.18
0.52	8.92	49.76
2.54	0.94	17.87
8.29	5.0	61.19
1.97	0.4	12.93
6.8	3.06	45.55
4.22	8.37	61.8
5.67	8.62	68.82
0.99	2.58	19.91
3.62	9.12	63.13
8.96	5.71	67.4
1.21	4.41	29.92
7.99	8.83	79.17
2.2	5.06	37.13
7.51	8.41	75.17
3.71	9.99	67.8
5.75	2.96	40.8
1.95	2.09	21.25
2.27	5.93	41.74
5.93	7.7	65.3
0.76	8.69	49.57
1.61	0.32	11.08
1.26	2.25	19.36
1.0	8.99	52.04
0.52	7.44	42.35
6.12	2.38	39.43
8.15	1.25	41.85
5.59	0.97	30.23
6.81	1.64	38.47
9.84	9.08	87.85
3.15	3.4	32.61
6.89	0.77	34.49
5.47	2.77	38.78
8.12	3.33	52.18
4.6	7.19	57.44
8.01	6.04	65.28
0.17	8.18	44.6
0.16	6.84	37.92
6.67	7.58	67.65
2.62	7.38	50.47
8.57	2.22	48.45
6.19	9.22	73.92
8.79	2.26	49.49
8.1	2.04	45.6
2.32	0.09	12.77
5.88	6.54	59.29
3.95	0.6	21.85
4.33	8.52	62.94
7.8	8.42	76.37
3.25	0.07	16.38
4.14	5.92	49.23
2.0	1.84	20.27
0.25	6.35	35.82
4.85	5.46	49.78
8.87	7.84	77.7
1.37	0.58	11.39
0.93	2.03	16.91
4.08	0.77	23.19
9.03	8.52	81.77
1.47	0.49	11.36
5.28	5.37	51.02
2.45	7.41	49.92
2.12	5.85	40.75
5.87	8.38	68.47
4.2	6.74	53.52
7.4	4.96	57.44
6.01	3.99	47.04
1.01	6.55	39.88
6.95	7.16	66.65
8.33	6.62	69.44
1.43	2.1	19.24
7.84	1.84	43.59
1.9	2.84	24.87
8.62	7.74	76.26
2.1	0.02	11.58
0.29	9.09	49.65
0.46	6.83	39.06
6.72	2.8	43.9
2.2	3.79	30.76
0.29	4.93	28.84
8.48	8.93	81.63
6.67	2.98	44.63
5.56	4.39	47.28
3.78	5.67	46.48
2.49	3.53	30.67
0.85	4.96	31.27
6.93	3.93	50.37
1.97	8.2	51.94
8.79	7.23	74.36
6.73	8.14	70.65
2.45	5.45	40.09
9.84	7.63	80.52
6.69	6.53	62.47
5.98	5.69	55.43
1.67	1.04	14.96
7.39	9.24	78.79
4.7	2.47	34.24
8.13	2.8	49.6
9.64	5.09	67.06
3.93	0.62	21.82
3.42	4.76	40.57
4.14	1.71	28.19
0.16	1.88	13.09
0.09	3.24	19.65
8.44	4.29	58.28
0.28	3.17	19.97
1.0	9.3	53.58
5.8	4.62	49.35
2.26	7.44	49.29
9.05	9.75	87.99
8.24	0.73	39.65
8.84	2.54	51.08
3.99	4.89	43.41
2.68	0.12	14.39
1.07	3.54	25.03
5.05	3.76	42.04
1.87	6.47	42.84
4.51	5.47	48.45
9.59	6.08	71.8
2.79	8.41	56.28
6.56	4.21	50.3
5.67	0.97	30.55
1.18	0.47	10.09
6.09	2.42	39.46
3.51	1.14	22.82
7.02	3.54	48.85
0.26	5.25	30.35
0.13	9.84	52.76
1.57	5.22	35.47
3.82	1.38	25.24
0.9	4.22	27.71
6.32	9.34	75.01
4.2	8.59	62.84
6.42	9.61	76.8
2.94	8.02	54.88
7.85	9.62	82.52
8.0	2.71	48.58
7.77	6.57	67.01
4.32	7.86	59.59
9.62	6.01	71.61
2.18	9.81	60.81
0.23	0.91	8.56
5.5	1.73	33.74
8.93	0.25	40.02
1.79	0.89	14.62
4.79	9.65	70.43
2.59	9.41	60.47
1.78	0.39	12.09
2.53	5.45	40.43
9.37	2.28	51.96
4.14	9.69	68.08
0.11	0.91	8.06
0.2	8.25	45.05
8.39	9.5	84.06
2.32	9.96	62.1
6.09	2.04	37.63
1.48	1.54	16.68
0.64	8.32	47.2
5.14	0.31	25.16
7.67	5.35	60.51
5.86	5.89	55.94
8.83	3.07	53.67
8.32	5.46	63.61
7.5	7.86	72.31
2.3	3.22	28.37
6.19	9.81	76.86
8.57	7.64	75.54
7.38	7.22	68.7
4.69	4.28	43.23
2.54	1.3	19.71
1.97	0.81	14.93
4.91	0.45	24.9
7.79	8.87	78.52
6.49	4.57	51.86
8.75	4.25	59.32
0.25	2.42	16.17
9.8	8.37	84.12
7.01	2.68	44.51
1.77	3.19	26.11
7.12	0.42	33.61
0.49	6.88	39.45
3.36	8.54	59.2
3.64	6.55	50.4
2.81	4.33	35.98
6.07	0.86	31.58
7.28	1.39	39.11
9.73	2.3	53.42
5.53	6.12	55.74
5.17	5.32	50.28
3.68	0.82	21.91
7.03	3.39	48.11
1.86	7.3	46.98
0.86	1.24	12.73
7.74	4.12	54.62
3.19	0.87	20.19
4.86	2.37	34.33
2.02	1.87	20.44
4.39	9.56	68.39
1.56	3.97	29.14
7.56	1.17	39.11
8.88	9.68	86.98
5.05	1.04	28.49
5.87	9.29	72.98
0.01	5.28	29.52
5.68	0.7	29.28
8.57	3.97	57.16
8.35	2.94	51.16
7.4	5.52	60.26
4.71	5.51	49.43
5.68	0.22	26.82
7.55	5.85	62.47
5.75	2.75	39.83
5.42	6.67	58.03
2.46	7.55	50.61
6.77	6.45	62.42
8.63	6.42	69.62
1.3	7.48	45.67
5.3	0.75	27.95
0.04	7.99	43.13
7.81	6.51	66.8
0.33	4.93	29.01
3.3	2.79	30.15
9.98	8.49	85.39
4.95	8.46	65.18
3.62	4.63	40.66
6.72	5.67	58.24
1.73	8.53	52.63
0.69	6.55	38.53
5.93	0.1	27.31
2.3	6.38	44.12
0.21	9.55	51.61
6.06	3.03	42.39
4.62	3.64	39.72
6.89	5.99	60.57
4.97	0.58	25.83
8.01	6.48	67.5
1.12	5.41	34.53
3.53	6.03	47.3
8.3	3.88	55.68
7.98	1.27	41.34
6.25	5.74	56.79
3.6	8.47	59.81
8.63	4.3	59.1
6.05	1.73	35.86
6.26	8.31	69.66
1.43	3.75	27.56
1.55	9.72	57.81
1.34	3.89	27.89
5.39	6.34	56.31
9.82	5.74	71.05
8.05	1.78	44.1
0.51	2.85	19.34
8.38	3.77	55.37
1.83	7.32	46.93
6.6	4.36	51.25
2.79	9.17	60.03
4.46	6.28	52.29
9.76	5.53	69.72
4.46	1.03	26.01
0.67	1.03	10.85
0.2	6.83	37.99
5.25	6.5	56.5
3.3	5.47	43.63
9.06	7.18	75.18
8.37	1.81	45.6
2.08	7.99	51.35
1.1	2.82	21.58
0.23	5.95	33.76
6.0	0.47	29.39
9.22	1.2	45.94
8.96	7.55	76.68
6.66	8.37	71.5
9.16	0.01	39.72
9.7	0.24	43.08
4.43	8.3	62.28
5.9	7.45	63.86
8.02	9.5	82.66
2.68	9.14	59.46
1.9	5.62	38.73
5.46	5.3	51.4
2.26	1.48	19.48
2.17	0.37	13.6
5.1	0.08	23.87
0.76	2.82	20.14
6.94	1.46	38.09
1.01	2.14	17.83
7.23	9.04	77.19
2.87	6.06	44.82
4.33	8.85	64.58
6.71	4.6	52.91
6.34	9.6	76.39
1.21	8.77	51.78
9.22	0.17	40.77
4.42	3.75	39.43
2.61	2.65	26.74
9.16	4.01	59.72
9.27	2.26	51.39
2.99	5.96	44.78
0.81	0.92	10.89
7.41	7.15	68.42
7.53	1.38	40.08
3.42	8.04	56.93
7.87	3.78	53.42
8.35	5.61	64.54
9.6	5.24	67.65
4.32	6.47	52.65
0.03	5.09	28.61
8.25	8.14	76.71
7.16	2.83	45.88
7.86	2.62	47.63
6.47	2.02	39.04
5.69	1.98	35.69
0.42	6.93	39.35
6.51	1.63	37.2
4.85	2.02	32.51
9.05	4.47	61.64
7.63	5.36	60.35
8.43	4.01	56.81
1.7	0.34	11.54
3.92	4.16	39.52
1.81	7.36	47.05
1.95	8.84	55.03
2.0	9.77	59.85
1.72	6.28	41.37
0.76	5.23	32.19
5.34	8.05	64.68
3.71	0.37	19.73
0.02	0.7	6.66
6.1	9.35	74.16
3.08	4.84	39.52
0.27	6.59	37.05
5.07	6.36	55.17
2.69	0.16	14.62
9.44	8.11	81.34
4.37	8.28	61.94
3.84	8.52	60.98
0.61	4.91	30.03
4.2	8.3	61.32
5.23	0.86	28.28
7.01	0.89	35.5
8.03	4.78	59.09
1.76	7.22	46.18
4.37	5.18	46.47
5.5	1.36	31.88
6.67	3.4	46.75
1.4	2.07	18.99
5.51	6.63	58.26
0.73	5.85	35.25
8.09	5.71	63.92
3.03	2.21	26.2
8.16	5.63	63.88
3.57	0.53	19.96
3.93	2.68	32.17
7.38	4.68	56.0
4.8	5.33	48.88
1.62	8.04	49.74
5.02	8.9	67.58
9.71	5.4	68.84
0.82	9.41	53.35
6.35	9.38	75.38
9.92	8.69	86.21
8.34	2.07	46.74
5.81	6.38	58.23
8.02	7.21	71.15
3.09	8.59	58.39
7.79	9.2	80.17
6.53	5.58	57.02
4.45	3.63	39.03
3.73	0.34	19.68
6.19	0.85	32.03
1.36	8.93	53.1
6.43	3.16	44.54
9.54	1.34	47.93
4.62	0.15	22.29
1.3	8.56	51.08
7.16	1.25	37.91
1.38	7.62	46.68
0.39	9.05	49.82
8.54	0.79	41.11
4.22	8.22	61.03
9.27	3.54	57.84
9.96	2.32	54.49
0.52	6.63	38.27
8.0	7.05	70.25
4.28	2.73	33.81
5.93	4.27	48.08
4.61	3.63	39.66
2.04	3.95	30.96
2.2	5.4	38.79
6.28	7.7	66.66
3.27	7.12	51.74
7.42	1.0	37.75
1.37	1.97	18.37
3.31	2.8	30.25
2.0	6.33	42.73
7.71	7.59	71.8
3.76	9.23	64.19
5.79	9.46	73.49
9.79	0.31	43.74
9.69	7.75	80.52
7.48	2.27	44.34
8.61	2.71	51.01
5.45	0.01	24.85
5.19	0.88	28.23
2.26	5.64	40.33
8.85	3.68	56.84
7.41	3.32	49.27
0.13	0.39	5.51
8.26	1.71	44.6
0.87	6.93	41.19
7.95	5.0	59.89
1.63	3.16	25.36
5.25	6.73	57.67
3.31	0.72	19.85
2.21	0.66	15.18
4.62	4.52	44.09
2.4	5.42	39.78
7.63	5.19	59.51
4.26	8.23	61.27
3.13	4.07	35.96
5.11	0.9	27.97
9.54	8.84	85.36
1.33	9.82	57.47
3.63	0.39	19.51
3.31	1.34	22.94
3.95	3.98	38.77
2.61	1.42	20.55
4.24	6.58	52.86
1.56	6.09	39.69
5.34	2.76	38.23
6.86	6.51	63.04
1.98	1.92	20.59
2.36	0.41	14.54
4.14	0.42	21.67
9.23	1.8	48.98
1.87	0.78	14.44
3.92	9.01	63.77
6.26	4.82	52.19
1.89	2.6	23.63
1.09	4.85	31.68
1.96	7.92	50.49
9.82	6.05	72.53
4.44	8.16	61.57
6.26	7.22	64.15
3.99	6.7	52.48
6.65	8.85	73.89
4.22	9.65	68.2
1.56	8.78	53.14
3.54	3.83	36.37
1.77	1.97	19.93
9.79	5.47	69.58
1.7	0.82	13.99
6.48	2.44	41.12
1.94	7.67	49.19
6.85	1.47	37.82
6.63	2.42	41.64
4.09	6.44	51.63
4.91	4.82	46.77
2.74	9.69	62.42
2.53	2.11	23.72
8.97	4.93	63.56
9.28	8.04	80.36
4.71	9.09	67.31
4.76	0.28	23.52
1.28	9.85	57.37
5.71	9.49	73.35
5.68	3.76	44.58
6.33	9.54	76.04
9.08	5.94	69.09
1.54	5.02	34.29
3.62	0.54	20.2
2.01	0.84	15.26
4.57	7.9	60.84
1.0	4.66	30.31
1.84	8.12	51.02
6.02	5.99	57.05
3.93	6.35	50.52
3.73	6.1	48.46
1.38	1.18	14.45
5.51	7.39	61.99
0.11	3.75	22.26
5.45	7.33	61.51
1.67	1.67	18.03
8.86	2.37	50.31
9.95	1.0	47.86
1.96	3.54	28.57
8.13	8.47	77.9
0.71	2.09	16.37
5.26	7.41	61.18
2.59	4.1	33.87
6.67	1.91	39.29
7.26	5.24	58.24
5.51	1.31	31.63
7.18	8.1	72.27
0.53	4.01	25.24
4.34	9.01	65.47
3.9	7.6	56.62
2.02	7.54	48.83
0.86	5.82	35.55
2.09	9.65	59.7
3.45	9.55	64.58
5.37	5.91	54.11
5.73	3.76	44.78
7.28	6.44	64.41
8.51	4.72	60.65
8.91	3.2	54.67
0.08	1.39	10.29
7.45	2.88	47.29
2.93	0.97	19.57
1.73	2.67	23.27
3.7	4.15	38.63
0.46	5.12	30.45
5.38	3.39	41.54
9.44	5.66	69.07
6.45	1.09	34.32
5.38	8.27	65.95
9.29	0.45	42.44
8.17	9.78	84.67
6.11	9.21	73.57
2.1	1.35	18.16
2.3	8.03	52.41
1.23	1.78	16.88
2.12	5.59	39.48
5.26	4.96	48.84
3.46	6.98	51.79
9.97	7.48	80.35
7.81	6.23	65.39
9.66	8.27	83.07
9.42	8.2	81.72
4.85	9.2	68.42
0.03	8.3	44.69
8.75	9.02	83.14
4.17	9.42	66.8
1.35	2.6	21.48
2.15	2.39	23.55
2.96	8.51	57.41
2.76	3.52	31.66
0.15	2.85	17.91
6.94	0.73	34.48
4.28	4.59	43.1
7.54	0.79	37.12
6.31	5.06	53.62
6.41	3.98	48.61
3.4	1.08	22.07
9.17	1.1	45.22
9.06	4.87	63.6
2.37	9.01	57.57
3.71	1.63	26.01
7.38	6.95	67.32
5.44	7.08	60.25
3.23	6.51	48.51
8.36	3.01	51.49
1.65	6.46	41.94
7.23	1.53	39.63
3.53	5.42	44.3
5.61	6.03	55.66
6.65	0.33	31.32
3.5	5.78	45.91
1.06	2.21	18.31
9.19	9.86	89.09
4.53	4.57	44.04
3.73	0.32	19.56
1.57	9.44	56.49
2.64	2.34	25.33
9.22	9.06	85.27
9.83	2.56	55.15
8.53	9.94	86.86
5.6	9.21	71.51
8.54	7.75	75.93
5.44	2.61	37.88
7.84	1.94	44.07
1.9	0.65	13.85
4.77	7.71	60.71
3.69	7.96	57.62
6.19	5.03	52.99
5.01	1.02	28.23
4.56	6.08	51.64
